,OBJECTID,UNITID,AGENCY,FIRENAME,FIRENUM,ACRES,YEAR,CAUSE,SHAPEAREA,SHAPELEN,centroid,nearestStation,start,end,maxTmp,minTmp,avgTmp,avgPrec,avgHdd,avgCdd
282,283,WAOWF,OKAN-WEN NF,PYRAMID,510,1906.12772526,2012,LIGHTNING,83030591.5889365,44616.627674530304,POINT (-120.5804102883404 48.04484877518954),"(-121.067222, 48.732778)",2012-09-09,2012-10-06 00:00:00,15444.392857142857,11206.25,13325.32142857143,44.256428571427996,4442.535714285715,247.53571428571428
283,284,WAOWF,OKAN-WEN NF,KLONE PEAK,507,1506.49192302,2012,LIGHTNING,65622525.6759455,50631.2109520928,POINT (-120.581862956253 47.97363472967578),"(-121.067222, 48.732778)",2012-09-09,2012-10-06 00:00:00,15444.392857142857,11206.25,13325.32142857143,44.256428571427996,4442.535714285715,247.53571428571428
284,285,WAOWF,OKAN-WEN NF,BASALT PEAK,620,1261.05014419,2012,UNKNOWN,54931124.5559565,38232.7281295968,POINT (-120.741533769066 47.96848879905818),"(-121.067222, 48.732778)",2012-09-12,2012-10-06 00:00:00,17297.72,12551.0,14924.36,49.56719999999936,4975.64,277.24
285,286,WAOWF,OKAN-WEN NF,CUITIN LAKE,656,309.12280753,2012,LIGHTNING,13465335.634722,25045.260957730603,POINT (-121.0407004384011 47.63985756444379),"(-121.333333, 47.283333)",2012-09-11,2012-10-06 00:00:00,10880.115384615385,8078.807692307692,9479.461538461539,48.683846153845884,5054.346153846154,62.0
286,287,WAOWF,OKAN-WEN NF,SEARS CREEK,511,656.20735759,2012,UNKNOWN,28584278.1591725,28675.810046868402,POINT (-120.9061689609356 47.89491052967561),"(-121.333333, 47.283333)",2012-09-09,2012-10-06 00:00:00,10102.964285714286,7501.75,8802.357142857143,45.20642857142832,4693.321428571428,57.57142857142857
287,288,WAOWF,OKAN-WEN NF,PEAVINE CANYON,482,19997.98138104,2012,LIGHTNING,871108584.513459,238886.544469357,POINT (-120.4873065138635 47.34314090941266),"(-121.333333, 47.283333)",2012-09-08,2012-10-06 00:00:00,9754.586206896553,7243.068965517241,8498.827586206897,43.64758620689631,4531.482758620689,55.58620689655172
288,289,WASPS,WA DNR - SPS REGION,POWERLINE #2,066,229.4779795,2012,ARSON,9996020.8028215,19724.5705054701,POINT (-123.0666698068026 47.2565646584854),"(-122.900696, 47.037872)",2012-10-04,2012-10-06 00:00:00,154231.66666666666,102576.0,128403.83333333333,342.0533333333304,36735.666666666664,904.6666666666666
289,290,WAOWF,OKAN-WEN NF,TABLE MOUNTAIN FIRE,642,42481.23861478,2012,LIGHTNING,1850475352.13611,324172.53057221405,POINT (-120.5428158617136 47.25304598577944),"(-121.333333, 47.283333)",2012-09-15,2012-10-06 00:00:00,12858.318181818182,9547.681818181818,11203.0,57.53545454545422,5973.318181818182,73.27272727272727
290,291,WACOA,COLVILLE AGENCY,ST MARY'S MISSION ROAD,012198,16853.18303864,2012,UNKNOWN,734121716.667537,273642.706281212,POINT (-119.4037260596832 48.31263234732743),"(-121.067222, 48.732778)",2012-10-02,2012-10-10 00:00:00,48049.22222222222,34863.88888888889,41456.555555555555,137.68666666666488,13821.222222222223,770.1111111111111
291,292,WAGPF,GIFFORD PINCHOT NF,CASCADE CREEK,563,20096.32065296,2012,LIGHTNING,875392226.06359,293816.22062012105,POINT (-121.5465545677576 46.14205850179203),"(-121.67333064, 46.602330924)",2012-09-09,2012-10-07 00:00:00,14591.137931034482,9882.48275862069,12236.810344827587,37.33241379310314,3627.0344827586205,147.82758620689654
292,293,WACOF,COLVILLE NF,RADIO,1010,190.95832857,2012,LIGHTNING,8318111.51982,12094.970044418998,POINT (-118.2340870704327 48.98171934550906),"(-121.067222, 48.732778)",2012-09-11,2012-10-01 00:00:00,20592.52380952381,14941.666666666666,17767.095238095237,59.00857142857066,5923.380952380952,330.04761904761904
293,294,WAGPF,GIFFORD PINCHOT NF,SOUTH POINT,628,336.81498277,2012,UNKNOWN,14671601.9627555,18678.747912587503,POINT (-121.6404649126593 46.53708297531473),"(-121.67333064, 46.602330924)",2012-09-19,2012-10-09 00:00:00,20149.666666666668,13647.238095238095,16898.45238095238,51.5542857142853,5008.761904761905,204.14285714285714
294,295,WASES,WA DNR - SE REGION,FOSTER CREEK,0184,1294.12726798,2012,LIGHTNING,56371958.304801,62912.339158508104,POINT (-119.6515018411031 47.93750012691451),"(-121.067222, 48.732778)",2012-07-12,2012-07-16 00:00:00,86488.6,62755.0,74621.8,247.83599999999677,24878.2,1386.2
295,296,WASES,WA DNR - SE REGION,QUILOMENE,170,156.93495816,2012,LIGHTNING,6836059.4329805,19648.8322700893,POINT (-120.0970749835884 47.16259389820119),"(-121.333333, 47.283333)",2012-07-12,2012-07-17 00:00:00,47147.166666666664,35008.166666666664,41077.666666666664,210.96333333333214,21902.166666666668,268.6666666666667
296,297,WASES,WA DNR - SE REGION,LITTTLE PARKE CREEK,433,692.94103598,2012,RECREATION,30184390.7894085,37334.4695672318,POINT (-120.288928716235 47.05708506866298),"(-121.333333, 47.283333)",2012-09-05,2012-09-07 00:00:00,94294.33333333333,70016.33333333333,82155.33333333333,421.9266666666643,43804.333333333336,537.3333333333334
297,298,WACOA,COLVILLE AGENCY,METEOR,048,210.58514453,2012,UNKNOWN,9173052.203618,13425.5041305796,POINT (-119.3795839795931 48.26897928992381),"(-121.067222, 48.732778)",2012-04-11,2012-11-19 00:00:00,59.87027550879136,43.44109095943514,51.65568323411325,0.17156029350685087,17.221514606119342,0.9595735843832203
298,299,WACOA,COLVILLE AGENCY,SOUTH OMAK LAKE,106,1002.99843724,2012,UNKNOWN,43690437.163767,53397.7662716067,POINT (-118.2740951116546 48.29390466393896),"(-121.067222, 48.732778)",2012-07-13,2012-11-19 00:00:00,59.49958723170061,43.17212438084755,51.335855806274076,0.17049807374793394,17.114887176664833,0.9536323610346725
299,300,WAYAA,BIA - YAKIMA,NORTH AHTANUM,118,1661.10995281,2012,UNKNOWN,72357660.11306,45683.1439795528,POINT (-120.5629162991494 46.52168716674948),"(-121.333333, 47.283333)",2012-08-31,2012-09-02 00:00:00,94294.33333333333,70016.33333333333,82155.33333333333,421.9266666666643,43804.333333333336,537.3333333333334
300,301,WASPD,SPOKANE BLM,CACHE BUTTE,50156,470.30298593,2012,UNKNOWN,20486316.1214105,19173.0913292003,POINT (-119.1171514364406 47.93908406872447),"(-121.067222, 48.732778)",2012-07-10,2012-07-10 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
301,302,WASPD,SPOKANE BLM,CRANE ROAD,302,11131.87513842,2012,UNKNOWN,484902541.413719,128842.657439834,POINT (-119.8337680877574 48.01842461004769),"(-121.067222, 48.732778)",2012-08-01,2012-08-01 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
302,303,WASPD,SPOKANE BLM,WASHOUT,50111,595.70041073,2012,UNKNOWN,25948606.0968205,42328.7593999112,POINT (-119.9851585385575 46.4303663859197),"(-121.333333, 47.283333)",2012-06-30,2012-06-30 00:00:00,282883.0,210049.0,246466.0,1265.779999999993,131413.0,1612.0
303,304,WAGPF,GIFFORD PINCHOT NF,COLD SPRINGS,005,7982.99113452,2008,LIGHTNING,347737702.864645,102604.89033122,POINT (-121.4466709703316 46.11429030755308),"(-121.67333064, 46.602330924)",2008-07-12,2008-07-20 00:00:00,47015.88888888889,31843.555555555555,39429.72222222222,120.29333333333236,11687.111111111111,476.3333333333333
304,305,WAOLS,WA DNR - OLY REGION,BECKETT POINT,UNKNOWN,19.08746161,2011,UNKNOWN,831446.5021285,6054.27336799285,POINT (-122.881800818491 48.07775027546239),"(-122.6216, 47.8584)",2011-09-05,2011-09-05 00:00:00,348861.0,230215.0,289538.0,1060.4799999999855,84316.0,2126.0
305,306,WASPS,WA DNR - SPS REGION,CALIFORNIA RD,UNKNOWN,0.40223456,2011,UNKNOWN,17521.2671365,807.222178912007,POINT (-123.2232790038145 47.29976724530535),"(-123.25, 47.474664)",2011-08-14,2011-08-14 00:00:00,432721.0,314802.0,373761.5,1729.0299999999859,103106.0,2561.0
306,307,WAWFS,WA FIRE SERVICE,BELL PLAIN,UNKNOWN,3951.88057295,2011,UNKNOWN,172143229.18253,159420.425074094,POINT (-117.4823056409406 46.53760755403739),"(-121.333333, 47.283333)",2011-09-05,2011-09-05 00:00:00,282883.0,210049.0,246466.0,1265.779999999993,131413.0,1612.0
307,308,WAOWF,OKAN-WEN NF,CAMELS HUMP,362,116.58766848,2008,MISCELLANEOUS,5078538.5247465,11813.720123089399,POINT (-120.5650446320638 48.33887408098784),"(-121.067222, 48.732778)",2008-07-24,2008-07-31 00:00:00,54055.375,39221.875,46638.625,154.897499999998,15548.875,866.375
308,309,WANES,WA DNR - NE REGION,CAYUSE,358,1744.23240162,2008,DEBRIS BURN,75978459.5,48770.6465471348,POINT (-119.1806078856635 48.69304335124065),"(-121.067222, 48.732778)",2008-07-09,2008-07-13 00:00:00,86488.6,62755.0,74621.8,247.83599999999677,24878.2,1386.2
309,310,ORCGF,COLUMBIA RG NSA,MARYHILL,016,801.310141,2006,MISCELLANEOUS,34904930.121678,40590.7503536199,POINT (-120.9096614588135 45.6701495333205),"(-121.67333064, 46.602330924)",2006-06-18,2006-06-19 00:00:00,211571.5,143296.0,177433.75,541.3199999999956,52592.0,2143.5
310,311,WANES,WA DNR - NE REGION,GATEWAY LANE,196,113.23336596,2006,EQUIPMENT USE,4932425.6913785,23223.2749354103,POINT (-117.4500574542311 47.45193416548562),"(-121.067222, 48.732778)",2006-07-15,2006-07-15 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
311,312,WASPD,SPOKANE BLM,BADGER HOLLOW,UNKNOWN,7384.36203656,2006,UNKNOWN,321661523.662489,80649.21560627861,POINT (-118.2332421243152 46.51075194918889),"(-121.333333, 47.283333)",2006-08-01,2006-08-01 00:00:00,282883.0,210049.0,246466.0,1265.779999999993,131413.0,1612.0
312,313,WASPD,SPOKANE BLM,WELCH ROAD,UNKNOWN,2570.95243167,2006,UNKNOWN,111990239.961165,61496.0063147114,POINT (-118.4000154293036 46.44594096992418),"(-121.333333, 47.283333)",2006-08-01,2006-08-01 00:00:00,282883.0,210049.0,246466.0,1265.779999999993,131413.0,1612.0
313,314,WACOA,COLVILLE AGENCY,CAMERON LAKE ROAD,UNKNOWN,1568.08507291,2006,EQUIPMENT USE,68305512.553117,43658.0110875763,POINT (-119.5184153772052 48.35276444919573),"(-121.067222, 48.732778)",2006-08-22,2006-08-22 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
314,315,WACOA,COLVILLE AGENCY,SWAWILLA BASIN,UNKNOWN,81.54705117,2006,ARSON,3552175.3401825,9632.12060936808,POINT (-118.7125770078893 47.94946473942923),"(-121.067222, 48.732778)",2006-07-14,2006-07-14 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
315,316,WANES,WA DNR - NE REGION,FRUIT HILL,258,115.56873834,2006,ARSON,5034154.105259,16502.174647606502,POINT (-117.2571686833484 47.70235073726096),"(-121.067222, 48.732778)",2006-07-29,2006-07-29 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
316,317,WASES,WA DNR - SE REGION,PALOUSE RIVER,707,654.42068351,2006,UNKNOWN,28506450.9476135,49537.6751398438,POINT (-117.3015547847167 46.85731364301873),"(-121.333333, 47.283333)",2006-08-23,2006-08-23 00:00:00,282883.0,210049.0,246466.0,1265.779999999993,131413.0,1612.0
317,318,WASPS,WA DNR - SPS REGION,CARBON COPY,062,276.96980421,2006,UNKNOWN,12064756.412296,17137.0775564233,POINT (-121.9171635923055 47.00606197954458),"(-121.93, 47.140833)",2006-08-20,2006-08-31 00:00:00,50.25975400079355,35.612088348102105,42.93592117444783,0.1544398889035829,14.52241766962042,0.3348763391085835
318,319,WAOWF,OKAN-WEN NF,TRINITY,521,3.53739765,2004,LIGHTNING,154088.4254855,1653.87029066276,POINT (-120.8610622975458 48.11495030494723),"(-121.067222, 48.732778)",2004-07-22,2004-07-23 00:00:00,216221.5,156887.5,186554.5,619.589999999992,62195.5,3465.5
319,320,WAYAA,BIA - YAKIMA,SPRING CREEK,006,707.44859209,2004,DEBRIS BURN,30816337.4055735,29593.3465171317,POINT (-120.5025020518508 46.17031178855279),"(-121.67333064, 46.602330924)",2004-04-27,2004-04-30 00:00:00,105785.75,71648.0,88716.875,270.6599999999978,26296.0,1071.75
320,321,WAMSF,MT. BAKER-SNOQ NF,FATHERS DAY,UNKNOWN,20.49742216,2004,UNKNOWN,892864.1378035,3732.01542726777,POINT (-121.6031666488291 47.0098238650299),"(-121.726906, 46.879967)",2004-06-19,2004-06-19 00:00:00,290011.0,203397.0,246704.0,2361.9599999999896,168138.0,625.0
321,322,WAMSF,MT. BAKER-SNOQ NF,SWIFT CREEK,121,172.9171597,2004,LIGHTNING,7532241.347672,12026.028268649801,POINT (-121.6581896879644 48.78027456452914),"(-121.6906957, 48.64928525)",2004-07-17,2004-07-27 00:00:00,54.6811345646438,38.250263852242746,46.46569920844327,0.2546715039577808,17.027044854881268,0.28021108179419524
322,323,WAMSF,MT. BAKER-SNOQ NF,SURVEY POINT,UNKNOWN,68.18345872,2004,LIGHTNING,2970059.581655,6862.117989405981,POINT (-121.8412363085468 48.705827773335),"(-121.6906957, 48.64928525)",2004-08-14,2004-08-21 00:00:00,51810.375,36242.125,44026.25,241.3012499999973,16133.125,265.5
323,324,WAOWF,OKAN-WEN NF,GLORY MOUNTAIN,080,928.73202986,2001,UNKNOWN,40455405.398642,25815.6412143267,POINT (-120.955332664191 48.42534472955776),"(-121.067222, 48.732778)",2001-08-01,2001-08-01 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
324,325,WAOWF,OKAN-WEN NF,SWEETGRASS,031,181.31183649,2003,UNKNOWN,7897912.005942,13649.151681170799,POINT (-120.304320074756 48.68433628263814),"(-121.067222, 48.732778)",2003-08-01,2003-08-01 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
325,326,WACOF,COLVILLE NF,TOGO,035,5218.37220836,2003,UNKNOWN,227311384.147734,98106.4292992838,POINT (-118.389368963287 48.96389907700025),"(-121.067222, 48.732778)",2003-08-01,2003-08-01 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
326,327,WAOWF,OKAN-WEN NF,WILCOX,081,440.55194383,2003,UNKNOWN,19190365.9116385,32278.8284474973,POINT (-119.2556168766149 48.87034196497308),"(-121.067222, 48.732778)",2003-08-01,2003-08-01 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
327,328,WAOWF,OKAN-WEN NF,MIDDLE QUARTZ MT,028,7402.71028141,2002,UNKNOWN,322460770.010974,204799.39771846202,POINT (-120.4782909236511 48.89823850371098),"(-121.067222, 48.732778)",2002-08-01,2002-08-01 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
328,329,WAOWF,OKAN-WEN NF,QUARTZ MT,030,4208.26808036,2002,UNKNOWN,183311424.332799,104080.961932428,POINT (-120.4510599452384 48.95133255367199),"(-121.067222, 48.732778)",2002-08-01,2002-08-01 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
329,330,WA,UNKNOWN,ICICLE COMPLEX,UNKNOWN,8006.07151715,2001,LIGHTNING,348743080.310618,156012.787038909,POINT (-120.7904670693596 47.57721799716211),"(-121.333333, 47.283333)",2001-08-14,2001-08-21 00:00:00,35360.375,26256.125,30808.25,158.22249999999912,16426.625,201.5
330,331,WANES,WA DNR - NE REGION,MARSHALL,326,384.39492287,2007,UNKNOWN,16744175.8635,42410.6582352534,POINT (-117.5137066188565 47.54323306510166),"(-121.067222, 48.732778)",2007-08-11,2007-08-11 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
331,332,WASES,WA DNR - SE REGION,ELLENSBURG PASS,649,452.8422728,2007,UNKNOWN,19725730.5,19542.0393007018,POINT (-120.7514980768776 46.91382951494707),"(-121.333333, 47.283333)",2007-09-10,2007-09-10 00:00:00,282883.0,210049.0,246466.0,1265.779999999993,131413.0,1612.0
332,333,WACOF,COLVILLE NF,MT LEONA,015,4895.29859926,2001,UNKNOWN,213238354.027657,84286.5223349219,POINT (-118.4838885610678 48.79005865929111),"(-121.067222, 48.732778)",2001-08-01,2001-08-01 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
333,334,WACOA,COLVILLE AGENCY,SIX MILE 2,180,4.82819487,2013,UNKNOWN,210315.3273065,1835.63813972016,POINT (-118.3770001457876 47.94134439820004),"(-121.067222, 48.732778)",2013-08-10,2013-08-10 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
334,335,WACOA,COLVILLE AGENCY,WHITMORE SOUTH,180,169.38386422,2013,LIGHTNING,7378331.612136,11175.9192665344,POINT (-119.2602402642586 48.14205827475081),"(-121.067222, 48.732778)",2013-08-10,2013-08-10 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
335,336,WACOA,COLVILLE AGENCY,SIX MILE,180,247.61426584,2013,LIGHTNING,10786034.2758085,14418.5463416696,POINT (-118.4058168485881 47.94028499441289),"(-121.067222, 48.732778)",2013-08-10,2013-08-10 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
336,337,WACOA,COLVILLE AGENCY,WHITMORE 3,180,4.98456802,2013,LIGHTNING,217126.91465,1950.40465231754,POINT (-119.2712654863351 48.18351103771653),"(-121.067222, 48.732778)",2013-08-10,2013-08-10 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
337,338,WANES,WA DNR - NE REGION,LITTLE CHOPAKA,160,4428.34102028,2007,MISCELLANEOUS,192897763.25,61918.763772335304,POINT (-119.6745281767478 48.96859152588435),"(-121.067222, 48.732778)",2007-07-07,2007-07-11 00:00:00,86488.6,62755.0,74621.8,247.83599999999677,24878.2,1386.2
338,339,WAWFS,WA FIRE SERVICE,EASY STREET,236,5208.62754937,2007,MISCELLANEOUS,226886908.5,73626.36040792191,POINT (-120.364214643911 47.50708890904064),"(-121.333333, 47.283333)",2007-07-07,2007-07-07 00:00:00,282883.0,210049.0,246466.0,1265.779999999993,131413.0,1612.0
339,340,WAOWF,OKAN-WEN NF,CROW CREEK,408,83.0082751,2007,UNKNOWN,3615826.0,13815.3651213712,POINT (-121.1827381642525 47.03948219534957),"(-121.333333, 47.283333)",2007-08-02,2007-08-04 00:00:00,94294.33333333333,70016.33333333333,82155.33333333333,421.9266666666643,43804.333333333336,537.3333333333334
340,341,WASPD,SPOKANE BLM,DOUGLAS CREEK,006,3156.02448129,2007,FIREWORKS,137475876.5,48733.5752469511,POINT (-119.8448417460726 47.46368624196513),"(-121.333333, 47.283333)",2007-07-09,2007-07-10 00:00:00,141441.5,105024.5,123233.0,632.8899999999965,65706.5,806.0
341,342,WANES,WA DNR - NE REGION,TUNK GRADE,215,16498.06617585,2007,LIGHTNING,718652888.0,142982.08694422,POINT (-119.4305842222376 48.61306542812483),"(-121.067222, 48.732778)",2007-07-14,2007-07-17 00:00:00,108110.75,78443.75,93277.25,309.794999999996,31097.75,1732.75
342,343,WAWFS,WA FIRE SERVICE,LES BLAIR,2399,7037.32239857,2007,UNKNOWN,306544537.5,72135.29011307331,POINT (-118.985593346162 46.04450183856009),"(-121.333333, 47.283333)",2007-07-30,2007-08-01 00:00:00,94294.33333333333,70016.33333333333,82155.33333333333,421.9266666666643,43804.333333333336,537.3333333333334
343,344,WASES,WA DNR - SE REGION,BEASLEY HILL,806,85.71552881,2007,UNKNOWN,3733753.5,8455.76579799213,POINT (-119.5724122460641 47.32347382474487),"(-121.333333, 47.283333)",2007-08-14,2007-08-14 00:00:00,282883.0,210049.0,246466.0,1265.779999999993,131413.0,1612.0
344,345,WACOF,COLVILLE NF,PEND D'OREILLE,194,9730.19778533,2007,LIGHTNING,423845720.141072,133743.061183812,POINT (-117.4410509547009 49.05006787347651),"(-121.067222, 48.732778)",2007-08-11,2007-08-18 00:00:00,54055.375,39221.875,46638.625,154.897499999998,15548.875,866.375
345,346,WANCP,NORTH CASCADES NP,TOLO,112,293.17027851,2007,LIGHTNING,12770446.25,20220.8962758129,POINT (-120.8932190164241 48.42272518245731),"(-121.067222, 48.732778)",2007-07-15,2007-08-16 00:00:00,13104.333333333334,9508.333333333334,11306.333333333334,37.550909090908604,3769.4242424242425,210.03030303030303
346,347,WAMCR,MID COLUMBIA NWR,WAUTOMA,070084,67291.4018444,2007,MISCELLANEOUS,2931201739.5,320300.44766484,POINT (-119.7016721544798 46.48547027817971),"(-121.333333, 47.283333)",2007-08-16,2007-08-17 00:00:00,141441.5,105024.5,123233.0,632.8899999999965,65706.5,806.0
347,348,WA,UNKNOWN,BLACK ROCK,808,32139.34579784,2007,UNKNOWN,1399984303.0,176767.73236651902,POINT (-118.818100139703 47.41341696846953),"(-121.333333, 47.283333)",2007-08-31,2007-09-01 00:00:00,141441.5,105024.5,123233.0,632.8899999999965,65706.5,806.0
348,349,WA,UNKNOWN,MILEPOST 17,70082,6452.10503245,2007,MISCELLANEOUS,281052571.0,92282.3381920601,POINT (-119.5473631956948 46.44654454205956),"(-121.333333, 47.283333)",2007-08-13,2007-09-07 00:00:00,10880.115384615385,8078.807692307692,9479.461538461539,48.683846153845884,5054.346153846154,62.0
349,350,WAWFS,WA FIRE SERVICE,HORSE HEAVEN COMPLEX - MCBEE,802,3097.28286821,2007,LIGHTNING,134917102.069,87691.43182052301,POINT (-119.4975077657291 46.24045582179434),"(-121.333333, 47.283333)",2007-07-13,2007-07-15 00:00:00,94294.33333333333,70016.33333333333,82155.33333333333,421.9266666666643,43804.333333333336,537.3333333333334
350,351,WASES,WA DNR - SE REGION,EASTON RIDGE,407,401.45718434,2007,EQUIPMENT USE,17487405.0,25888.1305816483,POINT (-121.2350432500878 47.18429052707298),"(-121.333333, 47.283333)",2007-08-02,2007-08-04 00:00:00,94294.33333333333,70016.33333333333,82155.33333333333,421.9266666666643,43804.333333333336,537.3333333333334
351,352,WA,UNKNOWN,SOUTH OMAK LAKE,247,10508.6868522,2007,ARSON,457756568.25,115832.460805448,POINT (-119.3538244935193 48.22404577748944),"(-121.067222, 48.732778)",2007-08-30,2007-08-30 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
