,OBJECTID,UNITID,AGENCY,FIRENAME,FIRENUM,ACRES,YEAR,CAUSE,SHAPEAREA,SHAPELEN,nearestStation,start,end,max_temperature,min_temperature,avg_temperature,departure_temperature,hdd,cdd,percipitation
641,642,WAYAA,BIA - YAKIMA,MENINICK PASS,127,5000.15559588,2018,LIGHTNING,217805906.530163,77147.3645145497,"(-121.67333064, 46.602330924)",2018-08-16,2018-09-04 00:00:00,78.5,50.4,64.45,64.45,2.05,1.8,0.0025
642,643,WAYAA,BIA - YAKIMA,MILE MARKER 44,143,1792.93979538,2018,HUMAN,78100145.085338,51433.3378243817,"(-121.67333064, 46.602330924)",2018-09-01,2018-09-04 00:00:00,77.75,43.75,60.75,60.75,4.0,0.0,0.0
643,644,WAOWF,OKAN-WEN NF,BANNOCK LAKES,415,498.35466365,2018,UNKNOWN,21708242.315494,36997.0414705432,"(-121.067222, 48.732778)",2018-07-28,2018-09-04 00:00:00,81.97435897435898,58.05128205128205,70.01282051282051,70.01282051282051,0.9743589743589743,6.256410256410256,0.00641025641025641
645,646,WAOWF,OKAN-WEN NF,HOLMAN,543,299.20890627,2018,UNKNOWN,13033487.8228125,51885.3045955245,"(-121.067222, 48.732778)",2018-08-16,2018-09-09 00:00:00,76.68,54.92,65.8,65.8,1.6,2.68,0.0076
647,648,WAOWF,OKAN-WEN NF,COUGAR CREEK,419,41416.33814431,2018,LIGHTNING,1804088473.19045,535796.7033023579,"(-121.333333, 47.283333)",2018-07-29,2018-09-11 00:00:00,69.41463414634147,51.78048780487805,60.59756097560975,60.59756097560975,6.2682926829268295,2.097560975609756,0.028536585365853663
648,649,WAWFS,WA FIRE SERVICE,GLADE CREEK,616,12835.61550331,2018,UNKNOWN,559117174.848844,205985.201348444,"(-121.67333064, 46.602330924)",2018-09-08,2018-09-09 00:00:00,75.0,49.0,62.0,62.0,3.0,0.0,0.0
649,650,WAMSF,MT. BAKER-SNOQ NF,WRONG CREEK,154,423.52720839,2018,LIGHTNING,18448771.4019695,34059.916106598,"(-121.726906, 46.879967)",2018-07-24,2018-09-09 00:00:00,67.03333333333333,48.5,57.766666666666666,57.766666666666666,8.0,0.9666666666666667,0.27799999999999997
652,653,WAOWF,OKAN-WEN NF,MCLEOD,522,22875.4809779,2018,LIGHTNING,996451965.57745,784746.2260152689,"(-121.067222, 48.732778)",2018-08-11,2018-09-12 00:00:00,76.42424242424242,55.15151515151515,65.78787878787878,65.78787878787878,1.7575757575757576,2.8484848484848486,0.02212121212121212
653,654,WANCP,NORTH CASCADES NP,ARCTIC JIM,222,347.18864558,2018,LIGHTNING,15123476.9074425,18124.4627295709,"(-121.150556, 48.715556)",2018-08-06,2018-08-15 00:00:00,88.0,57.2,72.6,72.6,0.1,8.0,0.001
654,655,WAOWF,OKAN-WEN NF,CRESCENT MOUNTAIN,428,51972.41205121,2018,LIGHTNING,2263909213.28685,1049748.81879442,"(-121.067222, 48.732778)",2018-07-29,2018-09-16 00:00:00,78.62,56.22,67.42,67.42,2.14,4.84,0.018800000000000004
655,656,WAWFS,WA FIRE SERVICE,WAGON WHEEL,587,4046.18642129,2018,HUMAN,176251175.50449,82502.01916287979,"(-121.333333, 47.283333)",2018-09-01,2018-09-03 00:00:00,61.333333333333336,44.333333333333336,52.833333333333336,52.833333333333336,12.0,0.0,0.0
656,657,WASPD,SPOKANE BLM,WEBER CANYON,315,543.8405084,2018,HUMAN,23689597.7871225,43280.5795057944,"(-121.333333, 47.283333)",2018-07-13,2018-07-14 00:00:00,78.0,56.0,67.0,67.0,0.0,2.5,0.0
657,658,WASES,WA DNR - SE REGION,STORMY CREEK,243,64.86872812,2018,UNKNOWN,2825670.4942425,8128.48580822503,"(-121.333333, 47.283333)",2018-07-01,2018-07-12 00:00:00,67.33333333333333,47.833333333333336,57.583333333333336,57.583333333333336,7.75,0.5833333333333334,0.05416666666666667
658,659,WACOA,COLVILLE AGENCY,LITTLE SNAKE RIVER,180169,246.91932926,2018,UNKNOWN,10755762.9594645,18694.951068807102,"(-121.067222, 48.732778)",2018-09-26,2018-09-27 00:00:00,69.0,47.5,58.25,58.25,6.5,0.0,0.0
659,660,WAMSF,MT. BAKER-SNOQ NF,LITTLE FORK,267,426.88910327,2018,LIGHTNING,18595214.9572095,22016.2970167014,"(-121.23, 48.67)",2018-08-17,2018-08-24 00:00:00,81.875,55.625,68.75,68.75,0.0,4.125,0.0
660,661,WAYAA,BIA - YAKIMA,HAWK FIRE,119,624.28747841,2018,HUMAN,27193853.7840185,30335.311160908,"(-121.67333064, 46.602330924)",2018-08-10,2018-10-16 00:00:00,74.3970588235294,46.588235294117645,60.49264705882353,60.49264705882353,5.352941176470588,1.1176470588235294,0.04323529411764706
662,663,WASPD,SPOKANE BLM,SHOOTING RANGE,202,206.35395353,2018,UNKNOWN,8988742.260891,12635.776146014201,"(-121.333333, 47.283333)",2018-06-24,2018-06-24 00:00:00,79.0,47.0,63.0,63.0,2.0,0.0,0.0
663,664,WASES,WA DNR - SE REGION,CONRAD,244,4582.42957476,2018,UNKNOWN,199609833.834951,104163.5540756,"(-121.333333, 47.283333)",2018-07-01,2018-07-03 00:00:00,55.333333333333336,42.0,48.666666666666664,48.666666666666664,16.0,0.0,0.19999999999999998
664,665,WASPD,SPOKANE BLM,243 COMMAND,130,20426.77133731,2019,UNDER INVESTIGATION,889786600.296368,238668.356050128,"(-121.333333, 47.283333)",2019-06-03,2019-06-13 00:00:00,62.18181818181818,43.0,52.59090909090909,52.59090909090909,12.636363636363637,0.45454545454545453,0.4445454545454545
666,667,WAYAA,BIA - YAKIMA,KUSSHI CREEK,079,1074.99052634,2019,LIGHTNING,46826400.021372,36994.2301746177,"(-121.67333064, 46.602330924)",2019-07-23,2019-07-27 00:00:00,84.2,51.0,67.6,67.6,0.2,3.0,0.0
668,669,WACOA,COLVILLE AGENCY,WILLIAMS FLATS,190106,44378.77008542,2019,UNDER INVESTIGATION,1933131492.37169,393988.004734351,"(-121.067222, 48.732778)",2019-08-02,2019-08-26 00:00:00,78.8,56.92,67.86,67.86,0.88,3.96,0.02840000000000001
669,670,WAOWF,OKAN-WEN NF,DEVORE CREEK,362,630.67678106,2019,LIGHTNING,27472170.6938625,76246.5043766541,"(-121.067222, 48.732778)",2019-07-26,2019-08-30 00:00:00,80.61111111111111,56.583333333333336,68.59722222222223,68.59722222222223,0.6388888888888888,4.444444444444445,0.021388888888888888
671,672,WAOLP,OLYMPIC NF,MT DANA,185,42.74724675,2019,LIGHTNING,1862062.6199425,8343.92991295196,"(-123.25, 47.474664)",2019-08-31,2019-09-08 00:00:00,74.55555555555556,54.888888888888886,64.72222222222223,64.72222222222223,0.4444444444444444,0.3333333333333333,0.0
672,673,WACOA,COLVILLE AGENCY,ELMER CITY,19067,2019.3475577,2019,HUMAN,87962427.762554,58314.3036234701,"(-121.067222, 48.732778)",2019-06-23,2019-06-25 00:00:00,64.33333333333333,50.333333333333336,57.333333333333336,57.333333333333336,7.666666666666667,0.0,0.0
675,676,WAWFS,WA FIRE SERVICE,JUNIPER WIND TOWER,293,242.06357292,2019,UNKNOWN,10544247.0592145,18767.383424881402,"(-121.67333064, 46.602330924)",2019-07-20,2019-07-22 00:00:00,86.33333333333333,50.666666666666664,68.5,68.5,0.0,3.6666666666666665,0.0
676,677,WANES,WA DNR - NE REGION,GRAHAM,1773,99.16486603,2019,LIGHTNING,4319604.2857335,11457.8433779618,"(-121.067222, 48.732778)",2019-07-24,2019-07-25 00:00:00,74.0,53.0,63.5,63.5,2.5,1.0,0.0
678,679,WACOF,COLVILLE NF,NORTH MILL CREEK,1945,422.70882728,2019,UNKNOWN,18413122.863394,28433.6203490361,"(-121.067222, 48.732778)",2019-08-08,2019-08-12 00:00:00,76.8,58.6,67.7,67.7,0.6,3.4,0.026000000000000002
